id,brand,categories,manufacturer,name,reviews_date,reviews_didPurchase,reviews_doRecommend,reviews_rating,reviews_text,reviews_title,reviews_userCity,reviews_userProvince,reviews_username,user_sentiment
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-04-08T00:00:00.000Z,FALSE,FALSE,1,tried it with my husband and felt no different there was no effect no change first te using ky gel not sure if i want to try any others...,pretty dissapoitned,,,jds1992,Negative
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-04-05T00:00:00.000Z,FALSE,FALSE,1,Purchased this thinking it would have some sort of warming effect but it's the same as the original. Don't waste your money.,Waste of Money,,,bre234,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-04-08T00:00:00.000Z,FALSE,FALSE,1,"Bought this to enhance our time a bit, did abslutely nothing very disappointed especially because its almost 20!",waste of money,,,jds1992,Negative
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-03-01T00:00:00.000Z,FALSE,FALSE,1,I bought this after really liking the his n hers variety but this is nothing like that very disappointed with this product.,Not happy with this product,,,gordy313,Negative
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-01-09T00:00:00.000Z,FALSE,FALSE,1,First time purchase of this type of product. Maybe I expected too much. Did not think there was any warming feeling at all. Left us sticky! Even after trying to was it off.,Disappointed,,,nicole,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-01-06T00:00:00.000Z,FALSE,FALSE,1,I bought this and tried this with my wife but we did not enjoy it ..we did not feel anything enhancement with this product at all such as the his-her product.,Not what I expected,,,cvperez,Negative
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-01-29T00:00:00.000Z,FALSE,,1,I bought this product to spice things up with my fianc and it didn't do anything! No passion. Will not buy again,Was so disappointed!!,,,beccagrl532,Negative
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-01-16T00:00:00.000Z,FALSE,FALSE,1,"I bought this to try to spice things up, but I felt nothing. Very disappointing to be honest.",very disappointed!,,,sanchez,Negative
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-01-01T00:00:00.000Z,TRUE,TRUE,3,"I bought this because it had better reviews than the his and hers jelly, but I feel like it didn't work that well for us. It was kind of warm-feeling, but that's about it. I guess I don't know what's supposed to happen! Lol",Pretty nice,,,ll24,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-01-07T00:00:00.000Z,FALSE,FALSE,3,It was my first time using k-y. It didn't do anything in my opinion it felt like every time we did anything. Then again was my first time so probably did Somthing wrong.,First time using,,,browns fan,Negative
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-05-12T00:00:00.000Z,FALSE,TRUE,4,"I noticed this product on clearance at a store I shop frequently and decided to give it a try. My husband and I LOVE it! We went back and bought every box left! I, like others have mentioned, am not sure what it is supposed to do other than be a lubricant but for that purpose we like it much better than regular KY Jelly (which tends to dry out and disappear for us). This product stays on for awhile and makes for a very pleasurable experience. The only drawback is that we find it to be a bit sticky. After applying it with your hands you're left with a sticky hand and I agree a little goes a long way! I personally have to be very careful with all products due to skin irritation and surprisingly this actually seems to help that. I did NOT receive a sample and never have.",We love it!,,,just faith everyday,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2015-11-04T00:00:00.000Z,FALSE,TRUE,4,I used this product a couple of times since i recived it free to try and it has been a good experiance it feel warm so its a pretty good sensation so i recomend.,good times,,,vero,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-01-07T00:00:00.000Z,FALSE,TRUE,4,"Used a few times stays a bit sticky but not too bad, better than most products",Does the job,,,jo276,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2017-08-15T00:00:00.000Z,TRUE,,5,Loved This review was collected as part of a promotion.,Loved,,,ashley a,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2016-11-26T00:00:00.000Z,TRUE,TRUE,5,This is a good product. Will give you a great feeling.,Great sensation,,,jp71,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2015-11-05T00:00:00.000Z,FALSE,TRUE,5,"I really enjoyed using this product with my husband. After 20+ years of marriage, things can tend to get a little tired and boring. This was just the thing we needed to shake things up a bit. The packaging and pump dispenser is awesome. The product itself does not disappoint. A little goes a very long way. It provides a slight warming sensation when in use and does not become sticky or tacky in anyway. This is an excellent choice for an intimate lubricant. I received a free product for the purpose of my review. Opinions are 100 my own.",That little extra something..,,,jkell,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2015-11-04T00:00:00.000Z,FALSE,TRUE,5,Awesome Product for couples. It is a warm feeling lubricant and not sticky like a lot of other lubricants.It is very easy to clean up after use.I will absolutely be purchasing more in the future. I received this product free for the purpose to give my review..Opinions are 100 my own!,Great Product!,,,karen,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2015-12-05T00:00:00.000Z,FALSE,TRUE,5,"Exceptional product, this is smooth, not slimy and the warming sensation is an experience that both partners should share at least once in their lifetime. Great way to shake things up!",Why wouldn't you try it,,,warren,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2015-12-01T00:00:00.000Z,FALSE,TRUE,5,I used this for the first time with my boyfriend and he loved it just as much as I did. Didn't get sticky and felt great the entire time.,Amazing!,,,mas0814,Positive
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",K-Y,K-Y Love Sensuality Pleasure Gel,2015-12-24T00:00:00.000Z,FALSE,TRUE,5,Great product! Exactly what it says works very well,Amazing,,,amanda,Positive
AV1d76w7vKc47QAVhCqn,J.R. Watkins,"Personal Care,Skin Care,Hand Cream,Beauty,Body Lotions & Creams,Natural Beauty,Natural Personal Care,Natural Skin Care,Ways To Shop,Bath & Body,Hand Creams & Lotions",J.R. Watkins,"J.R. Watkins Hand Cream, Lemon Cream",2011-01-30T00:55:26.000Z,,,5,"yes, the scent is the best. if you like lemon frosting you won't be able to get enough of this lotion. but also, it's almost 100 natural, none of the yucky ingredients like in major brands of lotion. no mineral oil, no petroleum, etc. but also, it completely works. you know how sometimes you opt for organic choices and it's good, but not as good as popular but nastier brands jr watkins delivers. this lotion softens your hands and body, leaves you ungreasy and smells perfect. even my fiance likes it and uses it and he's pretty much anti-lotion in all regards. the price is absolutely right, too--get it!",Yummilicious And...,,,peach pie,Positive
AV1d76w7vKc47QAVhCqn,J.R. Watkins,"Personal Care,Skin Care,Hand Cream,Beauty,Body Lotions & Creams,Natural Beauty,Natural Personal Care,Natural Skin Care,Ways To Shop,Bath & Body,Hand Creams & Lotions",J.R. Watkins,"J.R. Watkins Hand Cream, Lemon Cream",2017-06-08T00:00:00.000Z,TRUE,TRUE,5,"The Hand-Cream-Lemon-Cream has such a refreshing fragrance. I wish it would last all day. It is soothing to the hands and I get compliments when I use it especially from my daughters and granddaughters, they want me to get some for them It is one of my favorite hand creams. I wish Watkins still had the vanilla body cream that too was a favorite.",One of my favorites,,,birdwoman,Positive
AV1d76w7vKc47QAVhCqn,J.R. Watkins,"Personal Care,Skin Care,Hand Cream,Beauty,Body Lotions & Creams,Natural Beauty,Natural Personal Care,Natural Skin Care,Ways To Shop,Bath & Body,Hand Creams & Lotions",J.R. Watkins,"J.R. Watkins Hand Cream, Lemon Cream",2017-06-18T00:00:00.000Z,TRUE,TRUE,5,Smells like a lemon cookie. Absolutely love!!! My kids love it.,Hand cream,,,michelle,Positive
AV1d76w7vKc47QAVhCqn,J.R. Watkins,"Personal Care,Skin Care,Hand Cream,Beauty,Body Lotions & Creams,Natural Beauty,Natural Personal Care,Natural Skin Care,Ways To Shop,Bath & Body,Hand Creams & Lotions",J.R. Watkins,"J.R. Watkins Hand Cream, Lemon Cream",2017-06-12T00:00:00.000Z,TRUE,TRUE,5,You will LOVE this lotion. I smile every time I put it on.,If you like lemon frosting,,,jean z,Positive
AV1d76w7vKc47QAVhCqn,J.R. Watkins,"Personal Care,Skin Care,Hand Cream,Beauty,Body Lotions & Creams,Natural Beauty,Natural Personal Care,Natural Skin Care,Ways To Shop,Bath & Body,Hand Creams & Lotions",J.R. Watkins,"J.R. Watkins Hand Cream, Lemon Cream",2017-06-08T00:00:00.000Z,TRUE,TRUE,5,This hand cream is so nice that I had it on my desk at work and someone stole it after just two days! Broke my heart a little,Someone stole it!,,,vanessa mcnally,Positive
AV1d76w7vKc47QAVhCqn,J.R. Watkins,"Personal Care,Skin Care,Hand Cream,Beauty,Body Lotions & Creams,Natural Beauty,Natural Personal Care,Natural Skin Care,Ways To Shop,Bath & Body,Hand Creams & Lotions",J.R. Watkins,"J.R. Watkins Hand Cream, Lemon Cream",2016-07-28T00:00:00.000Z,TRUE,TRUE,5,"I love this lotion. Nice and thick, great fragrance. I use it on my hands and my feet.",Thick and works!,,,5alarm,Positive
AV1h6gSl-jtxr-f31p40,AMBI,"Personal Care,Bath, Shower & Soap,Featured Brands,Health & Beauty,Johnson & Johnson,Bath & Body,Body Wash & Cleansers,Beauty,Skin Care,Facial Cleansers,Soaps",FLEMING & CO,Ambi Complexion Cleansing Bar,2017-02-18T00:00:00.000Z,TRUE,TRUE,4,Not sure how this works with clearing your complexion (been using for 2 weeks now) but does keep your skin smooth and clean.,Ok so far,,,danielle,Positive
AV1h6gSl-jtxr-f31p40,AMBI,"Personal Care,Bath, Shower & Soap,Featured Brands,Health & Beauty,Johnson & Johnson,Bath & Body,Body Wash & Cleansers,Beauty,Skin Care,Facial Cleansers,Soaps",FLEMING & CO,Ambi Complexion Cleansing Bar,2016-02-28T05:15:56.000Z,,TRUE,5,Makes my skin feel clean and not super dry where its ashy if i dont follow with a moisturiser as soon as im done. The skin doesnt feel oily or tacky. Makes my skin more radiant and use of foundation and concealer is not needed to make the skin look even and hydrated.,Still Works,,,shedove,Positive
AV1h6gSl-jtxr-f31p40,AMBI,"Personal Care,Bath, Shower & Soap,Featured Brands,Health & Beauty,Johnson & Johnson,Bath & Body,Body Wash & Cleansers,Beauty,Skin Care,Facial Cleansers,Soaps",FLEMING & CO,Ambi Complexion Cleansing Bar,2016-09-11T00:00:00.000Z,TRUE,TRUE,5,It makes my face feel nice and fresh. After about 3 days i did get slight acne but it cleared right back up! Will deff use this every day from now on!,Ambi Skincare,,,cynthiacc,Positive
AV1h6gSl-jtxr-f31p40,AMBI,"Personal Care,Bath, Shower & Soap,Featured Brands,Health & Beauty,Johnson & Johnson,Bath & Body,Body Wash & Cleansers,Beauty,Skin Care,Facial Cleansers,Soaps",FLEMING & CO,Ambi Complexion Cleansing Bar,2017-03-18T00:00:00.000Z,TRUE,TRUE,5,"I have used this soap for years and considered it Wal-Mart's best kept secret. I was so disappointed when they stopped carrying it in our store location. Was delighted to see I could get it online it ended up a blessing. I don't go to Wal-Mart as often so I'm saving money there (Sorry Walmart), delivery was prompt, I stockpiled and never left the house.",Ambi soap,,,dfwatheartgirl,Positive
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2016-12-02T00:00:00.000Z,TRUE,FALSE,1,I WON'T recommend this product to anyone,It has a nasty smell that would get anyone sick,,,crissyx5,Negative
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2017-04-05T00:00:00.000Z,TRUE,,2,"I did receive 1 bottle but when I ordered, it said a pack of 6. I was disappointed about that. This review was collected as part of a promotion.",Not the quantity specifed,,,nyisha m,Negative
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2014-11-05T00:00:00.000Z,FALSE,TRUE,3,"You would think it's convenient to have bubble bath and wash in the same container, but it just means you buy twice the amount... My son loves the bubbles though so no complaints.",It's bubble bath.,,,gardenbunny318,Negative
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2017-05-09T07:36:44.000Z,,TRUE,4,"Well, Johnson's need I say more I know, right. Ok, but I will. I have used Johnson's since I was a baby, yes it's been a long time. But let's get to the Chase, it's 2 in 1. Come on, who doesn't like 2 in 1 It's hard enough to get the little loves clean, so any help is always a blessing... So, Johnson's Bubble Bath and wash is a must have in this house!!!",2 In 1!!!,Rohnert Park,,solo,Positive
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2017-05-09T00:00:00.000Z,FALSE,TRUE,4,"Well, Johnson's need I say more I know, right. Ok, but I will. I have used Johnson's since I was a baby, yes it's been a long time. But let's get to the Chase, it's 2 in 1. Come on, who doesn't like 2 in 1 It's hard enough to get the little loves clean, so any help is always a blessing... So, Johnson's Bubble Bath and wash is a must have in this house!!!",2 in 1!!!,,,solo,Positive
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2012-02-01T00:00:00.000Z,FALSE,TRUE,4,"The bubbles aren't over the top fabulous, but it smells good and makes the kids happy.",Love the scent,,,sasparilla,Positive
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2014-07-25T00:00:00.000Z,FALSE,TRUE,4,I ma using this for my baby when she is one month old. I don't like much fragnanaces hence i love it. I don't feel like using another one.,Good one,,,mkris18,Positive
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2011-09-21T00:00:00.000Z,FALSE,TRUE,4,Lots of fun in the bath but have to use a lot to make it bubble! Nice addition when the kids don't want to take a bath.,My kids love the bubbles!,,,momof2,Positive
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2016-02-13T00:00:00.000Z,FALSE,TRUE,5,I absolutely love this bubblebath. It smells so good and it body wash too. My little one has very sensitive skin so this is a great option for her to still enjoy bubbles and not break out.,Love this stuff!,,,mommyshappy8714,Positive
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2012-02-20T00:00:00.000Z,FALSE,TRUE,5,I bought a small sample size of this a couple months back and loved it. The smell is just wonderful. I recently bought a new bottle and think that I may have to keep it in my shower and buy my kids another one!,The Smell is AMAZING!,,,eyo,Positive
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2016-02-05T00:00:00.000Z,FALSE,TRUE,5,Very pleasant smell. Only need a little for a whole lot of bubbles.,Great product!,,,anonymous8589,Positive
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2015-10-17T00:00:00.000Z,FALSE,TRUE,5,My babies love the bubbles and mom loves that is tear free and the fragrance,Love it,,,jazzymom,Positive
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2014-08-26T00:00:00.000Z,TRUE,TRUE,5,My son loves this product. Makes bath time more fun and looks forward to it. Not only is it bubbles but also body wash. The 2- in-1 makes it convenient for me,I love this!!!!,,,ramona831,Positive
AV1h6Gu0glJLPUi8IjA_,Johnson's,"Personal Care,Baby Care,Baby Bubble Bath,Baby,Bath & Potty,Toiletries,Bubble Bath,Baby Bath,Bath & Body,Body Wash & Cleansers",Johnson's,"Johnson's Baby Bubble Bath and Wash, 15oz",2014-08-31T00:00:00.000Z,TRUE,TRUE,5,Really liked the fresh smell of this.,love,,,morgiana,Positive
AV1l8zRZvKc47QAVhnAv,Olay,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers",P&G,Olay Regenerist Deep Hydration Regenerating Cream,2014-09-01T00:00:00.000Z,FALSE,FALSE,1,"I used (and loved) this product for several years until they changed it. It used to moisturize my skin and left it feeling soft. Now, it sits on top of my skin and is never absorbed. It just leaves a slimy film on my skin. I will no longer purchase this product.",New formula is terrible,,,alnscoob97,Positive
AV1l8zRZvKc47QAVhnAv,Olay,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers",P&G,Olay Regenerist Deep Hydration Regenerating Cream,2015-02-11T00:00:00.000Z,FALSE,FALSE,1,"I have been using Oil of Olay for over 20 years. This product worked so well for me, but the new formula is HORRIBLE! I cannot find anything to work for my skin like it did! The smell is flowery and it is too thick. The old formula was so light",PLEASE BRING BACK OLD FORMULA!!!,,,star33,Negative
AV1l8zRZvKc47QAVhnAv,Olay,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers",P&G,Olay Regenerist Deep Hydration Regenerating Cream,2014-09-07T00:00:00.000Z,FALSE,FALSE,1,"I am so disappointed! I have used this product for years because of it's soft smell and great results. The new formula feels greasy, smells awful and I don't feel like my skin looks as toned and wrinkle free anymore. This was a five star product for so many years...why change it Please bring back the old formula.",Please bring back the old formula,,,jacmary,Positive
AV1l8zRZvKc47QAVhnAv,Olay,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers",P&G,Olay Regenerist Deep Hydration Regenerating Cream,2014-07-10T00:00:00.000Z,FALSE,FALSE,1,"I've been using this product for years and it was terrific. This improved formula is terrible. It doesn't have the hydrating power it had -- it's much thinner and stickier. Heaven help you if you get some on your lips - it tastes terrible! PLEASE dump this improved formula. Until then, I'm shopping for a new moisturizer... alas",What happened!!,,,mabelle,Negative
AV1l8zRZvKc47QAVhnAv,Olay,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers",P&G,Olay Regenerist Deep Hydration Regenerating Cream,2014-04-13T00:00:00.000Z,FALSE,FALSE,1,"It took me so long to find a moisturizer that worked well for me and I loved this product. However, this new formula has a smell that is too strong for me and feels very greasy once applied. Unfortunately I will no longer be purchasing this product and will have to search again for another moisturizer. Please Olay, bring back your old formula. It was so much better.",Please Bring Back Old Formula,,,kayc,Positive
